EmpID,Name,Department,JobLevel,JobTitle,Gender,AnnualCTC,BonusAmount,BaseSalary,Allowances,BenefitsValue,Location,PerformanceRating,EducationLevel,Experience,Age
S06241,Matthew Allen,Sales,Analyst,Sales Associate,Male,790558,226771,490671,49633,23483,Hyderabad,4,Bachelor,0.3,23
M02484,Tina Edwards,Marketing,Senior Executive,Senior Executive,Female,970487,0,805095,131416,33976,Remote,2,Bachelor,13.5,33
F03143,Jennifer Richardson,Finance,Analyst,Finance Analyst,Female,621306,0,559432,41968,19906,Bengaluru,3,Bachelor,9.3,30
R02754,Sharon Simmons,R&D,Analyst,Analyst,Female,520594,0,471386,39310,9898,Delhi,4,Bachelor,0.3,23
O04783,Savannah Gomez,Operations,Manager,Manager,Female,2608124,0,2268964,267486,71674,Mumbai,3,Bachelor,12.9,37
I05354,James Howard,IT,Executive,Developer I,Male,579674,0,490097,68711,20866,Mumbai,2,Bachelor,3.7,23
C02522,Sarah Stokes,Customer Success,Analyst,Analyst,Female,560989,0,499495,35848,25646,Bengaluru,3,Bachelor,1.6,20
I05355,Gary Hopkins,IT,Manager,Engineering Manager,Male,2139742,101824,1797170,201080,39668,Other City,1,Bachelor,11.8,36
L02229,Aaron Morris,Legal,Senior Executive,Senior Executive,Male,1078709,0,932421,121144,25144,Delhi,3,Diploma,4.5,26
I05356,Julian Gordon,IT,Assistant Manager,Assistant Manager,Male,1997099,0,1662826,291430,42843,Bengaluru,3,Bachelor,9.0,27
S06242,Heather Chapman,Sales,Executive,Executive,Female,855492,0,776101,63032,16359,Bengaluru,2,Bachelor,3.5,22
O04784,Lauren Hill,Operations,Analyst,Analyst,Female,548120,0,468524,61554,18042,Hyderabad,4,Bachelor,0.0,25
S06243,Jennifer Brown,Sales,Executive,Executive,Female,884014,76467,723198,53534,30815,Bengaluru,2,Bachelor,5.3,26
S06244,Donna Adams,Sales,Analyst,Sales Associate,Female,794916,126363,545326,90518,32709,Bengaluru,2,Bachelor,3.4,25
O04785,Aaron Russell,Operations,Analyst,Analyst,Male,512703,0,453404,42534,16765,Pune,4,Bachelor,1.6,20
I05357,Danielle Page,IT,Senior Executive,Software Engineer II,Female,1277343,0,1054450,182283,40610,Mumbai,3,Bachelor,3.6,25
S06245,Leslie Hicks,Sales,Analyst,Sales Associate,Female,659967,0,553913,73981,32073,Bengaluru,2,Bachelor,2.4,29
I05358,Rachel Adams,IT,Executive,Developer I,Female,683773,0,586519,81481,15773,Hyderabad,3,Diploma,5.2,24
O04786,Rachael Scott,Operations,Senior Executive,Senior Executive,Female,1037216,0,877069,132518,27629,Hyderabad,2,Bachelor,9.0,27
O04787,Anthony Coffey,Operations,Assistant Manager,Assistant Manager,Male,1410749,0,1196703,188099,25947,Delhi,2,MBA,10.6,35
S06246,Rebecca Scott,Sales,Senior Executive,Senior Executive,Female,1060949,0,877414,134328,49207,Bengaluru,4,Diploma,8.0,26
F03144,Dr. Debra Gregory,Finance,Manager,Manager,Female,2343016,0,2026999,265062,50955,Delhi,3,Bachelor,13.9,36
M02485,Edward Bell,Marketing,Associate Partner,Associate Partner,Male,6306113,0,5211133,799017,295963,Pune,3,MBA,23.0,50
H01919,Brittany Kelley,HR,Senior Manager,Senior Manager,Female,3480691,0,3032049,328862,119780,Hyderabad,2,Bachelor,17.0,35
O04788,Nicole Reeves,Operations,Assistant Manager,Assistant Manager,Female,1864938,0,1611866,162709,90363,Bengaluru,2,Master,9.9,36
S06247,Mary Huang,Sales,Senior Executive,Senior Executive,Female,1105139,278404,689008,99494,38233,Kolkata,3,HighSchool,12.0,31
O04789,Tyler Bates,Operations,Analyst,Analyst,Male,508466,0,427210,61421,19835,Remote,2,Bachelor,0.0,23
R02755,Connie Krueger,R&D,Senior Executive,Senior Executive,Female,1175465,0,1043035,99741,32689,Bengaluru,3,HighSchool,7.0,31
O04790,Sarah Lambert,Operations,Senior Executive,Senior Executive,Female,916243,0,768376,111382,36485,Mumbai,5,Bachelor,4.7,24
S06248,Nicholas Trujillo,Sales,Executive,Executive,Male,674033,0,569634,74896,29503,Delhi,3,Bachelor,6.1,27
S06249,Teresa Jennings,Sales,Executive,Executive,Female,1252739,395780,760851,62390,33718,Delhi,3,Bachelor,1.9,21
L02230,Kenneth Smith,Legal,Senior Executive,Senior Executive,Male,934151,0,770335,121245,42571,Kolkata,2,Diploma,5.6,25
M02486,Kelly King,Marketing,Senior Manager,Senior Manager,Female,4112944,0,3454084,520720,138140,Bengaluru,3,Bachelor,20.3,46
I05359,Shawn Turner MD,IT,Analyst,Support Analyst,Male,585643,0,493645,78996,13002,Mumbai,3,Diploma,0.1,20
I05360,Michael Brooks,IT,Executive,Developer I,Male,781540,0,696113,64396,21031,Bengaluru,3,Bachelor,3.3,30
R02756,Tara Bell,R&D,Senior Executive,Senior Executive,Female,1272629,120306,957835,170640,23848,Delhi,1,Bachelor,6.7,33
S06250,Leonard Thompson,Sales,Analyst,Sales Associate,Male,787309,269030,472741,35847,9691,Remote,4,Bachelor,3.4,26
F03145,Paul Vazquez,Finance,Manager,Manager,Male,2263924,242973,1666303,260208,94440,Remote,3,Bachelor,17.8,38
M02487,Sue Reed,Marketing,Senior Executive,Senior Executive,Female,971913,0,834188,101227,36498,Hyderabad,1,Bachelor,10.0,28
O04791,Cynthia Snyder,Operations,Executive,Executive,Female,729602,0,645384,51456,32762,Hyderabad,3,Bachelor,0.8,22
S06251,Samantha Nguyen,Sales,Assistant Manager,Assistant Manager,Female,1490918,0,1310671,119838,60409,Bengaluru,2,MBA,12.1,31
I05361,Timothy Sanders,IT,Analyst,IT Analyst,Male,525149,0,466385,35981,22783,Delhi,2,Bachelor,0.0,20
R02757,Andrew Robertson,R&D,Assistant Manager,Assistant Manager,Male,1603573,0,1327585,201243,74745,Delhi,3,Master,8.0,31
F03146,Todd Holmes,Finance,Analyst,Finance Analyst,Male,554341,0,486874,53942,13525,Bengaluru,4,Bachelor,0.9,24
C02523,Laura Rivera,Customer Success,Executive,Executive,Female,676540,0,618307,43298,14935,Delhi,3,Diploma,3.6,25
F03147,Colin Gonzalez,Finance,Analyst,Finance Analyst,Male,615198,0,505798,85640,23760,Delhi,4,Diploma,0.2,26
L02231,Gina Cohen,Legal,Assistant Manager,Assistant Manager,Female,1613238,0,1403300,159813,50125,Delhi,3,Master,7.8,32
R02758,Sheila Singleton,R&D,Assistant Manager,Assistant Manager,Female,1662254,0,1358318,234598,69338,Delhi,2,Bachelor,11.5,37
O04792,Jesse Cruz,Operations,Manager,Manager,Male,2693632,0,2241088,339792,112752,Mumbai,3,Master,16.5,38
I05362,Angela Guzman,IT,Senior Executive,Developer II,Female,1395782,0,1155753,170719,69310,Mumbai,4,Bachelor,9.7,33
F03148,Joel Murray,Finance,Assistant Manager,Assistant Manager,Male,2187039,203364,1662120,260122,61433,Bengaluru,2,Bachelor,10.4,30
H01920,John Campbell,HR,Executive,Executive,Male,507392,0,449706,41873,15813,Other City,3,Bachelor,5.4,24
O04793,Jasmine Friedman,Operations,Senior Executive,Senior Executive,Female,961287,0,849913,73266,38108,Hyderabad,2,Diploma,10.9,29
C02524,Elizabeth Johnson,Customer Success,Analyst,Analyst,Female,432840,0,377744,34068,21028,Remote,2,Diploma,5.1,28
S06252,Jessica Johnson,Sales,Manager,Sales Manager,Female,3648111,1099884,2256523,185852,105852,Hyderabad,5,Bachelor,16.0,40
I05363,Paul Thomas,IT,Senior Executive,Developer II,Male,1082826,4655,918421,116138,43612,Delhi,2,Bachelor,3.1,23
M02488,Amber Rojas,Marketing,Manager,Manager,Female,2546602,34654,2177246,210783,123919,Bengaluru,3,MBA,15.8,39
I05364,Jason Harris,IT,Assistant Manager,Assistant Manager,Male,1499473,0,1230146,209979,59348,Mumbai,3,Bachelor,7.3,33
O04794,Jacqueline Evans,Operations,Analyst,Analyst,Female,486147,0,403440,68624,14083,Other City,2,Bachelor,2.7,25
L02232,Randall Alexander,Legal,Analyst,Analyst,Male,608190,0,530542,64753,12895,Hyderabad,4,Bachelor,2.5,29
H01921,Mrs. Angelica Williams,HR,Assistant Manager,Assistant Manager,Female,1859831,0,1585763,226666,47402,Mumbai,3,Master,17.0,42
L02233,Brian Macias,Legal,Analyst,Analyst,Male,480471,0,437662,31662,11147,Bengaluru,3,Diploma,0.0,26
M02489,Nathan Graham,Marketing,Analyst,Analyst,Male,600550,0,541747,45463,13340,Bengaluru,4,Bachelor,2.6,23
M02490,Katrina Hampton,Marketing,Analyst,Analyst,Female,583747,57989,466369,40103,19286,Mumbai,3,Diploma,2.9,28
F03149,William Fields,Finance,Analyst,Finance Analyst,Male,600540,48396,490329,39880,21935,Bengaluru,3,Diploma,2.9,23
S06253,William Hensley,Sales,Analyst,Sales Associate,Male,841176,158740,584656,82585,15195,Mumbai,3,Bachelor,0.0,20
O04795,Melvin Tran,Operations,Assistant Manager,Assistant Manager,Male,1327514,0,1153313,134976,39225,Pune,3,Master,8.1,29
I05365,Heather Mccarthy,IT,Executive,Software Engineer I,Female,663380,0,544510,88377,30493,Hyderabad,4,Diploma,3.3,28
L02234,Bianca Romero,Legal,Analyst,Analyst,Female,508398,0,436732,46047,25619,Bengaluru,3,HighSchool,1.8,20
I05366,Michael Moran,IT,Senior Executive,Software Engineer II,Male,1204799,0,1043328,137875,23596,Pune,3,Diploma,4.0,22
I05367,Gabriel Wright,IT,Analyst,IT Analyst,Male,528379,0,465955,49444,12980,Bengaluru,2,HighSchool,0.0,26
H01922,Michael Li,HR,Assistant Manager,Assistant Manager,Male,1724827,0,1497802,180874,46151,Delhi,3,Bachelor,11.3,31
O04796,Jessica Alexander,Operations,Executive,Executive,Female,744784,0,656163,63042,25579,Pune,4,Bachelor,7.0,25
S06254,Benjamin Johnson,Sales,Analyst,Sales Associate,Male,589068,0,501660,65019,22389,Bengaluru,4,Bachelor,3.3,24
S06255,Christina Torres,Sales,Executive,Executive,Female,1132606,205195,788960,118833,19618,Bengaluru,3,Bachelor,3.6,29
C02525,Richard Gray,Customer Success,Assistant Manager,Assistant Manager,Male,1567774,0,1337205,202350,28219,Delhi,3,MBA,8.9,28
O04797,Billy Davis,Operations,Analyst,Analyst,Male,459524,0,402612,32853,24059,Hyderabad,3,Bachelor,2.9,24
S06256,Stephen Bradford,Sales,Director,Director,Male,4694442,309823,3863439,296976,224204,Delhi,2,MBA,21.4,42
O04798,Kimberly Lewis,Operations,Manager,Manager,Female,2246979,0,2039879,150670,56430,Hyderabad,4,Bachelor,16.0,34
I05368,Patricia Sampson,IT,Assistant Manager,Assistant Manager,Female,1593412,0,1343495,221513,28404,Pune,1,Bachelor,8.4,29
I05369,Chad Yates,IT,Analyst,IT Analyst,Male,390501,0,349864,26445,14192,Hyderabad,3,Bachelor,0.2,20
L02235,Lisa Thomas,Legal,Executive,Executive,Female,633752,0,551670,63155,18927,Remote,4,Bachelor,3.6,28
I05370,Christopher Meyer,IT,Analyst,IT Analyst,Male,507897,31627,427048,31360,17862,Hyderabad,4,Bachelor,3.0,29
S06257,Bruce Schmidt,Sales,Analyst,Sales Associate,Male,644794,0,534502,87450,22842,Bengaluru,3,Bachelor,1.3,24
L02236,Christy Deleon,Legal,Associate Partner,Associate Partner,Female,7341216,0,6015834,1009403,315979,Pune,1,MBA,26.6,50
C02526,Mary Johnston,Customer Success,Analyst,Analyst,Female,733347,0,624827,79804,28716,Bengaluru,2,Bachelor,1.5,22
I05371,James Smith,IT,Executive,Developer I,Male,836674,0,687149,114798,34727,Hyderabad,3,Bachelor,3.6,22
O04799,Karen Pearson,Operations,Manager,Manager,Female,2302869,0,1878956,320058,103855,Bengaluru,1,Bachelor,14.5,37
R02759,Nicole Dillon,R&D,Analyst,Analyst,Female,553006,0,476338,52104,24564,Kolkata,2,Bachelor,0.8,27
I05372,Jordan Washington,IT,Executive,Developer I,Female,738591,0,641027,83473,14091,Pune,3,Bachelor,4.2,23
F03150,Denise Rodriguez,Finance,Director,Director,Female,5300077,78684,4584695,479870,156828,Mumbai,2,Master,31.9,58
F03151,Aaron Meyer,Finance,Analyst,Finance Analyst,Male,393922,0,347265,27700,18957,Remote,2,Bachelor,0.0,24
O04800,James Jackson,Operations,Assistant Manager,Assistant Manager,Male,1957160,0,1661974,228001,67185,Bengaluru,3,Bachelor,12.0,38
H01923,Laura Coleman,HR,Analyst,HR Coordinator,Female,442272,0,382594,51044,8634,Kolkata,3,HighSchool,2.4,24
O04801,John Anderson,Operations,Senior Executive,Senior Executive,Male,1096057,0,993545,73282,29230,Bengaluru,5,Bachelor,11.3,38
S06258,Danielle Martinez,Sales,Executive,Executive,Female,841386,129358,645984,51865,14179,Mumbai,3,Bachelor,5.0,23
C02527,John Kim,Customer Success,Senior Executive,Senior Executive,Male,1380633,0,1145821,194813,39999,Delhi,2,Bachelor,6.5,30
S06259,Joshua Hunter,Sales,Executive,Executive,Male,801204,0,676201,88295,36708,Bengaluru,3,Diploma,3.1,26
O04802,Victoria Anderson,Operations,Analyst,Analyst,Female,563227,0,473274,63489,26464,Bengaluru,4,HighSchool,0.0,20
F03152,Lisa Brown,Finance,Senior Executive,Senior Executive,Female,970509,0,855136,71326,44047,Kolkata,4,Diploma,6.3,30
M02491,Hayden Moore,Marketing,Analyst,Analyst,Male,551511,0,461607,79329,10575,Pune,3,Bachelor,3.7,23
O04803,Christopher Phillips,Operations,Assistant Manager,Assistant Manager,Male,1983333,0,1658336,268717,56280,Bengaluru,2,Bachelor,10.5,36
M02492,Natalie Little,Marketing,Assistant Manager,Assistant Manager,Other,1796117,111908,1491612,108866,83731,Hyderabad,4,Master,9.4,36
S06260,Jennifer Stevens,Sales,Senior Executive,Senior Executive,Female,1825951,476749,1094879,193079,61244,Mumbai,3,Bachelor,6.4,29
H01924,Jared Thomas,HR,Executive,Executive,Male,630635,0,554724,42960,32951,Mumbai,2,Bachelor,8.1,34
C02528,Kayla Sharp,Customer Success,Senior Manager,Senior Manager,Female,3714888,0,3217291,306791,190806,Delhi,5,Bachelor,20.4,46
R02760,Kathleen Hale,R&D,Senior Executive,Senior Executive,Female,1013503,0,883521,106481,23501,Bengaluru,2,Bachelor,6.5,33
F03153,Joshua Snyder,Finance,Analyst,Finance Analyst,Male,500388,0,431461,44121,24806,Bengaluru,4,Bachelor,0.0,20
I05373,Mr. Brent Jones,IT,Assistant Manager,Assistant Manager,Male,1836217,0,1629143,135621,71453,Bengaluru,2,Master,11.0,29
S06261,David Holt,Sales,Senior Executive,Senior Executive,Male,1385638,285679,994336,71745,33878,Mumbai,4,Bachelor,11.1,36
I05374,Abigail Smith,IT,Analyst,Support Analyst,Female,504740,0,443455,36166,25119,Hyderabad,4,Bachelor,0.0,23
F03154,Pedro Romero,Finance,Analyst,Finance Analyst,Male,551359,0,473193,53524,24642,Hyderabad,3,Bachelor,2.6,21
S06262,Cindy Campbell,Sales,Senior Manager,Senior Manager,Female,5060592,730613,3657636,532919,139424,Mumbai,2,Bachelor,19.9,44
L02237,Ricardo Perkins,Legal,Analyst,Analyst,Male,626617,0,556874,56377,13366,Mumbai,4,Bachelor,1.0,27
R02761,Brian Lopez,R&D,Senior Executive,Senior Executive,Male,961817,0,828522,83811,49484,Other City,3,Bachelor,8.6,33
S06263,Tiffany Hooper,Sales,Analyst,Sales Associate,Female,655985,57207,501607,72477,24694,Bengaluru,2,Bachelor,4.3,26
F03155,Joseph Smith,Finance,Senior Executive,Senior Executive,Male,1087313,0,942186,92948,52179,Hyderabad,3,Bachelor,9.1,36
C02529,Stacey Lynch,Customer Success,Analyst,Analyst,Female,613779,0,543952,55369,14458,Bengaluru,3,Bachelor,0.0,25
I05375,Jessica Crawford,IT,Analyst,IT Analyst,Female,707153,45064,556949,76633,28507,Bengaluru,5,Bachelor,0.0,20
F03156,Alexis Peters,Finance,Assistant Manager,Assistant Manager,Female,1517524,0,1269156,202520,45848,Pune,4,Master,13.1,37
O04804,Sandy Johnson,Operations,Assistant Manager,Assistant Manager,Female,1449270,0,1266209,135533,47528,Kolkata,4,Master,12.7,31
S06264,Catherine Palmer,Sales,Assistant Manager,Assistant Manager,Female,1798791,251752,1379398,125102,42539,Delhi,2,Master,8.0,30
F03157,Linda Johnson,Finance,Analyst,Finance Analyst,Female,493388,0,438547,31344,23497,Hyderabad,4,Diploma,1.2,23
L02238,Luis Harrington,Legal,Analyst,Analyst,Male,574543,29613,478140,44285,22505,Hyderabad,3,Bachelor,2.2,22
I05376,Ronald Sims,IT,Executive,Software Engineer I,Other,808326,0,675326,95730,37270,Other City,1,Bachelor,3.7,24
F03158,Tyler Hunt,Finance,Senior Executive,Senior Executive,Male,1083567,0,986153,70896,26518,Mumbai,3,Bachelor,8.2,27
I05377,Brian Walters,IT,Assistant Manager,Assistant Manager,Male,2295259,375326,1678664,147139,94130,Bengaluru,4,MBA,10.2,30
R02762,Vickie Marks,R&D,Senior Executive,Senior Executive,Female,824086,0,712446,82570,29070,Other City,2,Diploma,7.6,33
R02763,Rhonda Sharp,R&D,Assistant Manager,Assistant Manager,Female,1573163,0,1354232,174212,44719,Pune,3,Bachelor,14.3,33
S06265,Jerry Davis,Sales,Executive,Executive,Male,1103111,244314,755519,58771,44507,Bengaluru,2,Bachelor,4.0,22
R02764,Brian Chen,R&D,Senior Executive,Senior Executive,Male,1061480,0,936820,75274,49386,Mumbai,2,Bachelor,14.4,34
S06266,Jeffrey Jones,Sales,Analyst,Sales Associate,Male,549176,31988,444760,56685,15743,Remote,4,Bachelor,0.0,20
S06267,Mr. Justin Martin DDS,Sales,Executive,Executive,Male,651923,0,580171,51681,20071,Mumbai,1,Bachelor,3.6,29
H01925,Brandon Neal,HR,Executive,Executive,Male,764290,0,640542,104636,19112,Bengaluru,2,Bachelor,2.9,26
O04805,Daniel Stevenson,Operations,Senior Executive,Senior Executive,Male,1177114,0,1003130,136859,37125,Delhi,2,Bachelor,6.4,28
F03159,Benjamin Villarreal,Finance,Executive,Executive,Male,750302,0,623911,105874,20517,Pune,3,Diploma,2.7,26
H01926,Mrs. Karen Wilson,HR,Analyst,HR Coordinator,Female,513262,0,458470,34812,19980,Delhi,5,Bachelor,0.0,23
S06268,Gary Herman,Sales,Analyst,Sales Associate,Male,642099,62823,507251,57143,14882,Bengaluru,4,Bachelor,3.5,28
I05378,Jeremy Freeman,IT,Analyst,Support Analyst,Male,713437,0,606935,74612,31890,Mumbai,2,Bachelor,2.2,24
O04806,Aaron Hobbs,Operations,Assistant Manager,Assistant Manager,Male,1562249,0,1381081,104230,76938,Hyderabad,2,MBA,9.0,27
I05379,Clayton Preston,IT,Senior Executive,Developer II,Male,1152641,59265,923324,129650,40402,Mumbai,3,Diploma,4.1,28
S06269,Charles Jones,Sales,Senior Executive,Senior Executive,Male,929972,46865,765432,78838,38837,Pune,3,Bachelor,10.0,30
S06270,Nicholas Robinson Jr.,Sales,Senior Executive,Senior Executive,Male,1845951,501054,1193684,87553,63660,Bengaluru,3,Bachelor,8.7,35
C02530,Allison Greene,Customer Success,Executive,Executive,Female,787714,0,661521,94460,31733,Bengaluru,4,Bachelor,2.9,23
R02765,Anthony Henderson,R&D,Assistant Manager,Assistant Manager,Male,1746189,0,1587384,119544,39261,Bengaluru,4,MBA,8.6,35
S06271,Stephanie Cohen,Sales,Senior Manager,Senior Manager,Female,3761375,0,3210756,472193,78426,Mumbai,2,Bachelor,17.8,40
I05380,James Campbell,IT,Executive,Developer I,Male,794420,12237,690340,54390,37453,Hyderabad,5,Bachelor,7.0,28
H01927,Robert Arnold,HR,Executive,Executive,Male,921838,0,787206,98581,36051,Bengaluru,4,Bachelor,6.8,30
L02239,Cheyenne Green,Legal,Analyst,Analyst,Female,570343,0,477047,68652,24644,Pune,2,HighSchool,1.2,21
I05381,Jonathan Nguyen,IT,Senior Executive,Software Engineer II,Male,1212528,0,1038687,144559,29282,Bengaluru,2,Bachelor,5.5,26
R02766,Ashley Fletcher,R&D,Senior Executive,Senior Executive,Female,1016712,0,850579,126420,39713,Mumbai,2,Bachelor,2.0,20
O04807,Robert Fry,Operations,Associate Partner,Associate Partner,Male,7794993,0,6601832,824676,368485,Bengaluru,3,PhD,23.7,42
L02240,Christina Carpenter,Legal,Senior Executive,Senior Executive,Female,1022663,0,905327,95359,21977,Remote,1,Bachelor,7.5,33
S06272,Brandi Curtis,Sales,Analyst,Sales Associate,Female,633482,69323,497924,51293,14942,Bengaluru,5,Bachelor,0.0,25
L02241,Gerald Blevins,Legal,Senior Executive,Senior Executive,Male,1118980,0,993594,92877,32509,Remote,4,Diploma,5.3,24
O04808,Michael Zuniga,Operations,Associate Partner,Associate Partner,Male,6584798,0,5954857,483142,146799,Remote,5,PhD,22.3,49
L02242,Brittney Hamilton,Legal,Assistant Manager,Assistant Manager,Female,1632484,0,1481739,113211,37534,Delhi,3,Master,12.0,36
O04809,James Harris,Operations,Analyst,Analyst,Male,602262,0,529893,60634,11735,Bengaluru,3,Diploma,9.1,32
F03160,Karl Craig,Finance,Executive,Executive,Male,746110,0,612457,108076,25577,Bengaluru,3,Bachelor,5.7,29
C02531,Mr. Michael Edwards MD,Customer Success,Analyst,Analyst,Male,568322,0,465169,76182,26971,Delhi,4,Bachelor,4.1,26
M02493,Robert Holloway,Marketing,Manager,Manager,Male,2122779,0,1778379,244252,100148,Pune,1,Master,16.1,35
F03161,Michelle Rivera,Finance,Senior Executive,Senior Executive,Female,1440052,0,1216993,191941,31118,Bengaluru,5,Bachelor,8.4,28
O04810,Breanna Phillips,Operations,Assistant Manager,Assistant Manager,Female,1839519,0,1571693,212842,54984,Bengaluru,2,Bachelor,6.1,25
C02532,John Morgan,Customer Success,Analyst,Analyst,Male,509589,0,450996,38416,20177,Delhi,3,Bachelor,0.0,23
L02243,Adriana Rodriguez,Legal,Senior Manager,Senior Manager,Female,3838421,0,3284497,436114,117810,Mumbai,2,Bachelor,17.7,39
S06273,Melissa May,Sales,Analyst,Sales Associate,Female,541036,2996,446397,78567,13076,Bengaluru,3,Bachelor,2.5,21
F03162,Sara Elliott,Finance,Executive,Executive,Female,754013,0,661667,56753,35593,Pune,2,Bachelor,6.5,25
R02767,Connie Davenport,R&D,Analyst,Analyst,Female,682836,66659,517830,76530,21817,Remote,3,Bachelor,2.8,29
H01928,Jerry Snyder,HR,Analyst,HR Coordinator,Male,628008,0,520947,84003,23058,Bengaluru,2,Bachelor,2.3,25
C02533,Christina Wilson,Customer Success,Director,Director,Female,6398061,0,5491183,688789,218089,Bengaluru,4,MBA,21.0,39
R02768,Mark Johnson,R&D,Analyst,Analyst,Male,644187,56927,494967,65268,27025,Bengaluru,4,Diploma,0.0,21
M02494,Michelle Velasquez,Marketing,Analyst,Analyst,Female,586382,0,519208,56373,10801,Mumbai,5,Bachelor,0.0,20
M02495,Denise Carter,Marketing,Senior Manager,Senior Manager,Female,2797878,0,2317680,363790,116408,Kolkata,3,MBA,18.0,40
L02244,Melanie Caldwell,Legal,Assistant Manager,Assistant Manager,Female,1918734,0,1612949,250299,55486,Bengaluru,3,Bachelor,12.2,36
R02769,Karen Ponce,R&D,Executive,Executive,Female,808891,0,691576,95058,22257,Hyderabad,3,Diploma,4.8,26
C02534,Maria May,Customer Success,Analyst,Analyst,Female,628468,0,527067,77152,24249,Bengaluru,2,Bachelor,3.3,25
S06274,Ryan Cox,Sales,Assistant Manager,Assistant Manager,Male,2413172,985406,1218178,162283,47305,Remote,4,Bachelor,6.4,30
I05382,Anthony Morris,IT,Executive,Developer I,Male,682753,0,597789,68020,16944,Bengaluru,5,Bachelor,0.5,24
F03163,Jessica Garcia,Finance,Executive,Executive,Female,788330,0,695171,51980,41179,Mumbai,4,Bachelor,4.9,30
M02496,Michael Garcia,Marketing,Executive,Executive,Male,728372,0,623485,87739,17148,Kolkata,3,Diploma,3.4,24
I05383,Katherine Velasquez,IT,Executive,Software Engineer I,Female,585435,0,493442,72482,19511,Hyderabad,3,Diploma,5.7,26
S06275,Cameron Marquez,Sales,Senior Executive,Senior Executive,Male,1327416,238711,939718,129774,19213,Mumbai,3,Bachelor,6.0,25
I05384,Michelle Smith,IT,Assistant Manager,Assistant Manager,Female,1575426,43444,1291452,166672,73858,Mumbai,3,Master,11.3,30
C02535,Laura Mcdaniel,Customer Success,Assistant Manager,Assistant Manager,Female,1875242,0,1581415,211791,82036,Bengaluru,3,MBA,9.7,31
R02770,Anne Marshall,R&D,Assistant Manager,Assistant Manager,Female,1795815,0,1472720,262600,60495,Bengaluru,5,Bachelor,10.0,28
R02771,Jennifer Wilson,R&D,Assistant Manager,Assistant Manager,Female,1781060,77992,1433224,220998,48846,Delhi,2,Bachelor,12.0,30
O04811,Amber Flores,Operations,Assistant Manager,Assistant Manager,Female,1560792,0,1320208,165106,75478,Remote,3,Bachelor,11.8,36
O04812,Daniel Munoz,Operations,Senior Executive,Senior Executive,Male,1230717,0,1036067,153900,40750,Bengaluru,3,Bachelor,11.1,33
O04813,Tracy Kennedy,Operations,Manager,Manager,Female,2522476,0,2239643,226530,56303,Bengaluru,3,MBA,21.2,43
O04814,Vincent Lewis,Operations,Senior Executive,Senior Executive,Male,1023066,62633,833125,89871,37437,Remote,3,Bachelor,5.0,32
H01929,John Jones,HR,Senior Executive,Senior Executive,Male,895249,0,812446,60019,22784,Hyderabad,3,Bachelor,5.7,30
I05385,Timothy Wolf,IT,Assistant Manager,Assistant Manager,Male,2105733,0,1760173,291494,54066,Mumbai,5,Bachelor,11.0,30
S06276,Elizabeth Finley,Sales,Analyst,Sales Associate,Female,720116,213493,436132,46630,23861,Pune,5,Diploma,0.0,23
O04815,Steven Allen,Operations,Assistant Manager,Assistant Manager,Male,1874252,0,1583371,257137,33744,Mumbai,5,Bachelor,12.3,37
I05386,Rachel Hernandez,IT,Senior Manager,Senior Manager,Female,3328716,0,2955933,260264,112519,Kolkata,3,Bachelor,12.8,36
S06277,Mike Stone,Sales,Analyst,Sales Associate,Male,938267,234222,588984,102547,12514,Mumbai,3,HighSchool,0.0,25
O04816,Scott Luna,Operations,Senior Executive,Senior Executive,Male,1251142,0,1091975,109621,49546,Bengaluru,2,Bachelor,10.4,30
I05387,Cody Ramirez,IT,Analyst,IT Analyst,Male,574070,0,488346,66788,18936,Bengaluru,3,Diploma,2.3,21
O04817,Maria Pittman,Operations,Assistant Manager,Assistant Manager,Female,1695546,0,1438546,183758,73242,Delhi,3,MBA,12.2,33
I05388,Mary Wood,IT,Senior Executive,Developer II,Female,1190221,1531,1004884,148969,34837,Delhi,3,HighSchool,10.5,34
F03164,Henry King,Finance,Senior Executive,Senior Executive,Male,1067520,0,941327,107316,18877,Bengaluru,3,Bachelor,10.0,28
L02245,Jasmine Gallegos,Legal,Analyst,Analyst,Female,513639,0,458931,38127,16581,Delhi,4,Bachelor,0.0,25
F03165,David Tucker,Finance,Assistant Manager,Assistant Manager,Male,1741372,0,1456365,218806,66201,Delhi,2,MBA,11.0,37
H01930,Laura Mccormick,HR,Analyst,HR Coordinator,Female,590568,0,498478,64649,27441,Mumbai,2,Bachelor,6.0,32
R02772,Debra Sims,R&D,Senior Executive,Senior Executive,Female,1307285,0,1069143,178951,59191,Bengaluru,3,HighSchool,7.4,28
O04818,Derek Hutchinson,Operations,Senior Executive,Senior Executive,Male,1360798,0,1133866,185118,41814,Hyderabad,4,Bachelor,11.3,34
S06278,Natasha Estes,Sales,Senior Executive,Senior Executive,Female,1427393,76952,1098899,192744,58798,Bengaluru,5,Bachelor,9.5,31
I05389,Steven Clark,IT,Analyst,Support Analyst,Male,586187,0,517805,38025,30357,Bengaluru,4,Bachelor,2.0,20
O04819,Calvin Weaver,Operations,Assistant Manager,Assistant Manager,Male,1427627,0,1250100,131785,45742,Remote,3,Bachelor,11.5,33
H01931,Sara Bowman,HR,Assistant Manager,Assistant Manager,Female,1698904,0,1431862,191714,75328,Bengaluru,2,Master,13.1,36
